Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
DOWN_DOWN,GO:0015992,proton transport,8/126,154/17381,1.64E-05,0.003815858,0.003188664,10105/113829/1537/155066/513/516/9114/9551,8
DOWN_DOWN,GO:0006818,hydrogen transport,8/126,156/17381,1.80E-05,0.003815858,0.003188664,10105/113829/1537/155066/513/516/9114/9551,8
DOWN_DOWN,GO:0009142,nucleoside triphosphate biosynthetic process,6/126,76/17381,1.86E-05,0.003815858,0.003188664,1537/513/516/7371/7415/9551,6
DOWN_DOWN,GO:0009161,ribonucleoside monophosphate metabolic process,11/126,322/17381,2.27E-05,0.004334563,0.003622112,10105/1537/471/513/516/637/65220/7371/7415/790/9551,11
DOWN_DOWN,GO:0006754,ATP biosynthetic process,5/126,48/17381,2.47E-05,0.004386417,0.003665442,1537/513/516/7415/9551,5
DOWN_DOWN,GO:0006091,generation of precursor metabolites and energy,13/126,455/17381,2.66E-05,0.004430653,0.003702408,10105/10514/1537/4190/4191/4609/513/51763/5499/637/7262/7316/7415,13
DOWN_DOWN,GO:0046390,ribose phosphate biosynthetic process,10/126,273/17381,3.01E-05,0.004640317,0.00387761,109/1537/2539/471/513/516/7371/7415/790/9551,10
DOWN_DOWN,GO:0009123,nucleoside monophosphate metabolic process,11/126,337/17381,3.45E-05,0.004640317,0.00387761,10105/1537/471/513/516/637/65220/7371/7415/790/9551,11
DOWN_DOWN,GO:0015985,"energy coupled proton transport, down electrochemical gradient",4/126,26/17381,3.48E-05,0.004640317,0.00387761,1537/513/516/9551,4
DOWN_DOWN,GO:0015986,ATP synthesis coupled proton transport,4/126,26/17381,3.48E-05,0.004640317,0.00387761,1537/513/516/9551,4
DOWN_DOWN,GO:0007006,mitochondrial membrane organization,7/126,129/17381,4.28E-05,0.005434309,0.004541098,10105/292/513/516/637/92609/9551,7
DOWN_DOWN,GO:0019318,hexose metabolic process,9/126,233/17381,5.07E-05,0.006142819,0.005133154,1374/2519/2539/2806/4125/4190/4191/51763/7262,9
DOWN_DOWN,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,5/126,60/17381,7.34E-05,0.008512483,0.007113327,1537/513/516/7415/9551,5
DOWN_DOWN,GO:0009145,purine nucleoside triphosphate biosynthetic process,5/126,61/17381,7.95E-05,0.008834956,0.007382797,1537/513/516/7415/9551,5
DOWN_DOWN,GO:0016051,carbohydrate biosynthetic process,8/126,195/17381,8.83E-05,0.00941846,0.007870393,160/2539/2806/4190/4191/51763/6888/7316,8
DOWN_DOWN,GO:1902600,hydrogen ion transmembrane transport,6/126,106/17381,0.00012156,0.012314416,0.010290354,1537/155066/513/516/9114/9551,6
DOWN_DOWN,GO:0006695,cholesterol biosynthetic process,5/126,67/17381,0.000124621,0.012314416,0.010290354,10682/1718/2224/2539/47,5
DOWN_DOWN,GO:1902653,secondary alcohol biosynthetic process,5/126,68/17381,0.000133737,0.012743242,0.010648697,10682/1718/2224/2539/47,5
DOWN_DOWN,GO:0016197,endosomal transport,9/126,267/17381,0.000143341,0.013187337,0.011019798,160/23295/29886/29934/30845/5605/57617/7316/7415,9
DOWN_DOWN,GO:0009260,ribonucleotide biosynthetic process,9/126,270/17381,0.000155892,0.013526451,0.011303174,109/1537/471/513/516/7371/7415/790/9551,9
DOWN_DOWN,GO:0071243,cellular response to arsenic-containing substance,3/126,15/17381,0.000158808,0.013526451,0.011303174,10105/7390/9446,3
DOWN_DOWN,GO:0009165,nucleotide biosynthetic process,10/126,336/17381,0.000169181,0.013526451,0.011303174,109/1537/471/513/516/65220/7371/7415/790/9551,10
DOWN_DOWN,GO:0043405,regulation of MAP kinase activity,10/126,337/17381,0.000173299,0.013526451,0.011303174,10253/1445/2950/3654/51763/5605/5998/6464/7316/9261,10
DOWN_DOWN,GO:0016126,sterol biosynthetic process,5/126,72/17381,0.000175408,0.013526451,0.011303174,10682/1718/2224/2539/47,5
DOWN_DOWN,GO:1901293,nucleoside phosphate biosynthetic process,10/126,339/17381,0.000181789,0.013526451,0.011303174,109/1537/471/513/516/65220/7371/7415/790/9551,10
DOWN_DOWN,GO:1901652,response to peptide,12/126,477/17381,0.000182516,0.013526451,0.011303174,1019/109/1445/1537/155066/2950/3030/51763/5566/6464/7071/9114,12
DOWN_DOWN,GO:0043434,response to peptide hormone,11/126,410/17381,0.00019703,0.014207436,0.011872228,1019/109/1445/1537/155066/2950/3030/51763/5566/6464/9114,11
DOWN_DOWN,GO:1901653,cellular response to peptide,10/126,345/17381,0.000209392,0.014701515,0.012285098,1019/109/1445/155066/2950/51763/5566/6464/7071/9114,10
DOWN_DOWN,GO:0051186,cofactor metabolic process,11/126,421/17381,0.000247442,0.016927584,0.014145278,191/2539/4190/4191/47/471/55902/65220/6888/7390/7415,11
DOWN_DOWN,GO:0006732,coenzyme metabolic process,10/126,355/17381,0.000263214,0.01755638,0.014670722,191/2539/4190/4191/47/471/55902/65220/6888/7415,10
DOWN_DOWN,GO:0034332,adherens junction organization,6/126,123/17381,0.000273981,0.017806644,0.014879851,1445/1499/2017/23396/55920/6904,6
DOWN_DOWN,GO:0035635,entry of bacterium into host cell,3/126,18/17381,0.000280314,0.017806644,0.014879851,1499/2519/7316,3
DOWN_DOWN,GO:0034333,adherens junction assembly,5/126,83/17381,0.000341623,0.020990557,0.01754044,1499/2017/23396/55920/6904,5
DOWN_DOWN,GO:0009199,ribonucleoside triphosphate metabolic process,9/126,301/17381,0.000348603,0.020990557,0.01754044,10105/1537/513/516/637/65220/7371/7415/9551,9
DOWN_DOWN,GO:0032355,response to estradiol,6/126,129/17381,0.000354039,0.020990557,0.01754044,10095/1471/1499/1728/2950/637,6
DOWN_DOWN,GO:0071375,cellular response to peptide hormone stimulus,9/126,303/17381,0.000365861,0.021098392,0.017630551,1019/109/1445/155066/2950/51763/5566/6464/9114,9
DOWN_DOWN,GO:0070482,response to oxygen levels,10/126,371/17381,0.000373253,0.021098392,0.017630551,1019/10533/1471/191/3654/4609/5664/5702/7316/9114,10
DOWN_DOWN,GO:0048709,oligodendrocyte differentiation,5/126,85/17381,0.000381525,0.021098392,0.017630551,1445/1499/27242/2950/3280,5
DOWN_DOWN,GO:0032986,protein-DNA complex disassembly,3/126,20/17381,0.000387489,0.021098392,0.017630551,4609/6598/6603,3
DOWN_DOWN,GO:0048013,ephrin receptor signaling pathway,5/126,87/17381,0.000424853,0.022595504,0.01888159,10093/10095/1175/160/5664,5
DOWN_DOWN,GO:0009167,purine ribonucleoside monophosphate metabolic process,9/126,310/17381,0.000431923,0.022595504,0.01888159,10105/1537/471/513/516/637/65220/7415/9551,9
DOWN_DOWN,GO:0009126,purine nucleoside monophosphate metabolic process,9/126,311/17381,0.000442116,0.022683945,0.018955494,10105/1537/471/513/516/637/65220/7415/9551,9
DOWN_DOWN,GO:0070997,neuron death,9/126,316/17381,0.0004961,0.023929518,0.019996338,10280/10533/1499/1718/1728/2539/27242/5536/637,9
DOWN_DOWN,GO:0006112,energy reserve metabolic process,5/126,90/17381,0.000496678,0.023929518,0.019996338,4609/51763/5499/7262/7316,5
DOWN_DOWN,GO:0046364,monosaccharide biosynthetic process,5/126,90/17381,0.000496678,0.023929518,0.019996338,2539/2806/4190/4191/6888,5
DOWN_DOWN,GO:0006006,glucose metabolic process,7/126,192/17381,0.000502269,0.023929518,0.019996338,1374/2539/2806/4190/4191/51763/7262,7
DOWN_DOWN,GO:0007623,circadian rhythm,7/126,194/17381,0.000534287,0.025008369,0.020897864,1019/10514/1374/1471/191/5499/7071,7
DOWN_DOWN,GO:0009141,nucleoside triphosphate metabolic process,9/126,322/17381,0.000567923,0.026124441,0.021830493,10105/1537/513/516/637/65220/7371/7415/9551,9
DOWN_DOWN,GO:0039694,viral RNA genome replication,3/126,24/17381,0.000673555,0.030458374,0.025452078,51763/5297/6598,3
DOWN_DOWN,GO:0046034,ATP metabolic process,8/126,266/17381,0.00071824,0.031937752,0.026688298,10105/1537/513/516/637/65220/7415/9551,8
DOWN_DOWN,GO:0099132,ATP hydrolysis coupled cation transmembrane transport,4/126,57/17381,0.000772812,0.033801039,0.028245325,155066/513/516/9114,4
DOWN_DOWN,GO:0043648,dicarboxylic acid metabolic process,5/126,101/17381,0.000840263,0.03514119,0.029365202,2806/4190/4191/47/471,5
DOWN_DOWN,GO:0036296,response to increased oxygen levels,3/126,26/17381,0.000856138,0.03514119,0.029365202,1019/10533/9114,3
DOWN_DOWN,GO:0043921,modulation by host of viral transcription,3/126,26/17381,0.000856138,0.03514119,0.029365202,51763/5702/6598,3
DOWN_DOWN,GO:0052472,modulation by host of symbiont transcription,3/126,26/17381,0.000856138,0.03514119,0.029365202,51763/5702/6598,3
DOWN_DOWN,GO:2001234,negative regulation of apoptotic signaling pathway,7/126,211/17381,0.000877258,0.035462477,0.02963368,10105/1499/2017/292/2950/637/64114,7
DOWN_DOWN,GO:0005976,polysaccharide metabolic process,5/126,103/17381,0.000918043,0.036032391,0.03010992,160/51763/5499/7262/7316,5
DOWN_DOWN,GO:0015988,"energy coupled proton transmembrane transport, against electrochemical gradient",3/126,27/17381,0.00095808,0.036032391,0.03010992,155066/516/9114,3
DOWN_DOWN,GO:0015991,ATP hydrolysis coupled proton transport,3/126,27/17381,0.00095808,0.036032391,0.03010992,155066/516/9114,3
DOWN_DOWN,GO:0052312,modulation of transcription in other organism involved in symbiotic interaction,3/126,27/17381,0.00095808,0.036032391,0.03010992,51763/5702/6598,3
DOWN_DOWN,GO:0051817,modification of morphology or physiology of other organism involved in symbiotic interaction,5/126,104/17381,0.000958883,0.036032391,0.03010992,10533/51763/5479/5702/6598,5
DOWN_DOWN,GO:0006119,oxidative phosphorylation,5/126,105/17381,0.001001059,0.037094809,0.030997713,10105/1537/513/637/7415,5
DOWN_DOWN,GO:0072583,clathrin-dependent endocytosis,4/126,62/17381,0.001061406,0.038121343,0.031855521,1175/160/23396/6455,4
DOWN_DOWN,GO:1905476,negative regulation of protein localization to membrane,3/126,28/17381,0.001067397,0.038121343,0.031855521,1445/51763/64114,3
DOWN_DOWN,GO:0034599,cellular response to oxidative stress,8/126,283/17381,0.001071627,0.038121343,0.031855521,10105/10533/1471/1499/1728/2539/2950/5536,8
DOWN_DOWN,GO:0016236,macroautophagy,8/126,284/17381,0.001096101,0.038478909,0.032154316,10533/155066/23130/26073/5566/7316/7415/9114,8
DOWN_DOWN,GO:0046685,response to arsenic-containing substance,3/126,29/17381,0.001184288,0.041034794,0.034290103,10105/7390/9446,3
DOWN_DOWN,GO:0043409,negative regulation of MAPK cascade,6/126,165/17381,0.001288302,0.04365339,0.036478292,10253/1445/2950/4609/51763/5998,6
DOWN_DOWN,GO:0010821,regulation of mitochondrion organization,7/126,226/17381,0.001306656,0.04365339,0.036478292,10105/10533/2017/292/3280/637/9277,7
DOWN_DOWN,GO:0042407,cristae formation,3/126,30/17381,0.001308947,0.04365339,0.036478292,513/516/9551,3
DOWN_DOWN,GO:0019079,viral genome replication,5/126,113/17381,0.001389854,0.045707573,0.038194839,51763/5297/5479/6598/7415,5
DOWN_DOWN,GO:0009205,purine ribonucleoside triphosphate metabolic process,8/126,296/17381,0.00142622,0.045707573,0.038194839,10105/1537/513/516/637/65220/7415/9551,8
DOWN_DOWN,GO:0048713,regulation of oligodendrocyte differentiation,3/126,31/17381,0.001441564,0.045707573,0.038194839,1499/27242/3280,3
DOWN_DOWN,GO:0019362,pyridine nucleotide metabolic process,6/126,169/17381,0.001456201,0.045707573,0.038194839,2539/4190/4191/65220/6888/7415,6
DOWN_DOWN,GO:0046496,nicotinamide nucleotide metabolic process,6/126,169/17381,0.001456201,0.045707573,0.038194839,2539/4190/4191/65220/6888/7415,6
DOWN_DOWN,GO:0051851,modification by host of symbiont morphology or physiology,4/126,68/17381,0.001498639,0.04649265,0.038850877,51763/5479/5702/6598,4
DOWN_DOWN,GO:0031334,positive regulation of protein complex assembly,7/126,232/17381,0.001518533,0.046568346,0.038914131,10093/10095/1499/2017/5702/637/7415,7
DOWN_DOWN,GO:0045216,cell-cell junction organization,7/126,233/17381,0.00155631,0.047184493,0.039429005,1445/1499/2017/23396/5566/55920/6904,7
DOWN_DOWN,GO:0099131,ATP hydrolysis coupled ion transmembrane transport,4/126,69/17381,0.001582041,0.04721485,0.039454372,155066/513/516/9114,4
DOWN_DOWN,GO:0045333,cellular respiration,6/126,172/17381,0.001592705,0.04721485,0.039454372,10514/1537/4190/4191/637/7415,6
DOWN_DOWN,GO:0009144,purine nucleoside triphosphate metabolic process,8/126,303/17381,0.001652566,0.047938212,0.040058839,10105/1537/513/516/637/65220/7415/9551,8
DOWN_DOWN,GO:0019674,NAD metabolic process,4/126,70/17381,0.001668619,0.047938212,0.040058839,4190/4191/65220/7415,4
DOWN_DOWN,GO:0032984,macromolecular complex disassembly,8/126,304/17381,0.001687101,0.047938212,0.040058839,1499/4609/5499/6455/6598/6603/7415/79590,8
DOWN_DOWN,GO:0072524,pyridine-containing compound metabolic process,6/126,174/17381,0.001688977,0.047938212,0.040058839,2539/4190/4191/65220/6888/7415,6
DOWN_DOWN,GO:0007034,vacuolar transport,5/126,119/17381,0.001747253,0.049070215,0.04100478,23295/30845/57617/7415/9114,5
DOWN_NO,GO:0006612,protein targeting to membrane,16/144,163/17381,4.16E-13,6.62E-10,6.18E-10,11224/23521/57214/5830/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311/9409,16
DOWN_NO,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,13/144,91/17381,5.52E-13,6.62E-10,6.18E-10,11224/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,13
DOWN_NO,GO:0006613,cotranslational protein targeting to membrane,13/144,96/17381,1.12E-12,7.17E-10,6.69E-10,11224/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,13
DOWN_NO,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",14/144,120/17381,1.20E-12,7.17E-10,6.69E-10,11224/23521/5518/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,14
DOWN_NO,GO:0045047,protein targeting to ER,13/144,100/17381,1.92E-12,8.45E-10,7.88E-10,11224/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,13
DOWN_NO,GO:0070972,protein localization to endoplasmic reticulum,14/144,125/17381,2.11E-12,8.45E-10,7.88E-10,11224/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311/9409,14
DOWN_NO,GO:0072599,establishment of protein localization to endoplasmic reticulum,13/144,104/17381,3.21E-12,1.10E-09,1.03E-09,11224/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,13
DOWN_NO,GO:0006413,translational initiation,14/144,192/17381,7.03E-10,2.11E-07,1.97E-07,10209/11224/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,14
DOWN_NO,GO:0090150,establishment of protein localization to membrane,16/144,275/17381,1.12E-09,2.99E-07,2.79E-07,11224/23521/57214/5830/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311/9409,16
DOWN_NO,GO:0000956,nuclear-transcribed mRNA catabolic process,14/144,209/17381,2.13E-09,5.11E-07,4.77E-07,11224/23521/5518/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,14
DOWN_NO,GO:0019083,viral transcription,13/144,177/17381,2.69E-09,5.87E-07,5.47E-07,11224/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,13
DOWN_NO,GO:0019080,viral gene expression,13/144,191/17381,6.78E-09,1.36E-06,1.26E-06,11224/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,13
DOWN_NO,GO:0006402,mRNA catabolic process,16/144,342/17381,2.51E-08,4.63E-06,4.32E-06,11224/23521/23589/5518/6050/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,16
DOWN_NO,GO:0006364,rRNA processing,14/144,257/17381,2.99E-08,5.04E-06,4.70E-06,11224/1454/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,14
DOWN_NO,GO:0006605,protein targeting,17/144,396/17381,3.15E-08,5.04E-06,4.70E-06,11224/23521/57214/5830/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/65018/7311/9409,17
DOWN_NO,GO:0042254,ribosome biogenesis,15/144,326/17381,8.74E-08,1.31E-05,1.22E-05,11224/124995/1454/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,15
DOWN_NO,GO:0006401,RNA catabolic process,16/144,376/17381,9.29E-08,1.31E-05,1.22E-05,11224/23521/23589/5518/6050/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,16
DOWN_NO,GO:0016072,rRNA metabolic process,14/144,292/17381,1.46E-07,1.94E-05,1.81E-05,11224/1454/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,14
DOWN_NO,GO:0034470,ncRNA processing,15/144,400/17381,1.19E-06,0.000149955,0.000139834,11224/1454/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311/80789,15
DOWN_NO,GO:0042326,negative regulation of phosphorylation,16/144,462/17381,1.46E-06,0.000174715,0.000162923,10252/1843/1849/23770/409/4221/5187/54206/5518/5585/56940/58190/65018/80851/8660/9021,16
DOWN_NO,GO:0022613,ribonucleoprotein complex biogenesis,16/144,464/17381,1.54E-06,0.000176011,0.000164131,10594/11224/124995/1454/23521/6122/6124/6130/6133/6159/6188/6204/6208/6222/6228/7311,16
DOWN_NO,GO:0001933,negative regulation of protein phosphorylation,15/144,424/17381,2.44E-06,0.000266092,0.000248133,10252/1843/1849/23770/409/4221/5187/54206/5518/5585/56940/58190/65018/80851/9021,15
DOWN_NO,GO:0043409,negative regulation of MAPK cascade,9/144,165/17381,9.58E-06,0.000999801,0.000932321,10252/1843/1849/4221/5187/54206/5518/56940/65018,9
DOWN_NO,GO:0051348,negative regulation of transferase activity,13/144,369/17381,1.24E-05,0.001237527,0.001154002,10252/10715/1843/1849/4221/54206/5518/5585/56940/7311/80851/8660/9021,13
DOWN_NO,GO:0033673,negative regulation of kinase activity,11/144,273/17381,1.73E-05,0.001665834,0.0015534,10252/1843/1849/4221/54206/5518/5585/56940/80851/8660/9021,11
DOWN_NO,GO:0006469,negative regulation of protein kinase activity,10/144,255/17381,5.32E-05,0.004908754,0.004577443,10252/1843/1849/4221/54206/5518/5585/56940/80851/9021,10
DOWN_NO,GO:0000188,inactivation of MAPK activity,4/144,26/17381,5.86E-05,0.005213055,0.004861206,1843/1849/5518/56940,4
DOWN_NO,GO:0071900,regulation of protein serine/threonine kinase activity,14/144,495/17381,6.42E-05,0.005507336,0.005135625,10252/1843/1849/27013/29950/4221/5335/5518/5585/56940/57214/6188/64223/7311,14
DOWN_NO,GO:0002181,cytoplasmic translation,5/144,63/17381,0.000173912,0.014398681,0.013426859,23521/6124/6133/6159/6188,5
DOWN_NO,GO:0007254,JNK cascade,8/144,199/17381,0.000255658,0.020461166,0.019080164,1490/4221/5187/5585/56940/6188/65018/7311,8
DOWN_NO,GO:0043407,negative regulation of MAP kinase activity,5/144,76/17381,0.000419403,0.032483453,0.030291021,10252/1843/1849/5518/56940,5
DOWN_NO,GO:0043153,entrainment of circadian clock by photoperiod,3/144,19/17381,0.000489625,0.03667548,0.034200112,150094/5187/8553,3
DOWN_NO,GO:0046328,regulation of JNK cascade,7/144,168/17381,0.000504078,0.03667548,0.034200112,1490/4221/5187/5585/56940/6188/65018,7
DOWN_NO,GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,4/144,47/17381,0.000611215,0.043162595,0.040249387,54206/5518/80851/9021,4
NO_DOWN,GO:0006521,regulation of cellular amino acid metabolic process,33/1214,61/17381,1.35E-22,3.82E-19,3.16E-19,10197/10213/11315/23198/4946/4953/51582/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/9491/9861,33
NO_DOWN,GO:0042590,antigen processing and presentation of exogenous peptide antigen via MHC class I,37/1214,78/17381,1.52E-22,3.82E-19,3.16E-19,10197/10213/10437/1147/23198/3107/3136/567/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/6890/6891/6892/9491/9861,37
NO_DOWN,GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",36/1214,75/17381,3.42E-22,5.71E-19,4.72E-19,10197/10213/1147/23198/3107/3136/567/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/6890/6891/6892/9491/9861,36
NO_DOWN,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,40/1214,94/17381,4.59E-22,5.75E-19,4.75E-19,10134/10197/10213/10437/1147/23198/3107/3136/567/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/6396/6890/6891/6892/9491/9632/9861,40
